imdb_id,movie_title,average_star_rating_movie,release_year_movie,vote_count_movie,duration_movie,movie_rating,review_text
tt0484740,38. Love in the Time of Cholera,6.4,2007,25000.0,2h 19m,R,"Quick, before the general release on Friday change the silent movie line back to &quot;My God, this is longer than sorrow&quot;. What did she mumble instead, was it &quot;interminable&quot;? Why was that wonderful line changed?I so loved the book, I cannot get an unbiased grip on the movie. My mind elaborated it favorably but with simultaneous disappointment over deviations like the &quot;sorrow&quot; line. &quot;Forever&quot; worked better in the book as the boat was ordered to return upstream. I do wish it had closed with the &quot;ripple&quot; video that is on the internet.The film touched too many threads while missing the book&#39;s soul, like trying to read Fermina&#39;s heart on her tongue. Maybe it isn&#39;t possible for a movie to do justice to any masterpiece but Florentino&#39;s long-standing relationships with the widows are as important as the &quot;body count&quot;. Young Fermina was too old, as was America. I would have cast a 15-year-old as the young Fermina and have had her reappear as America with died hair or similar artifice. I cannot forgive the script for ignoring the perversion and her suicide. I would have rather America had been entirely written out.Bardem was the perfect Florentino. Fernanda Montenegro and Hector Elizondo gave terrific performances. Marcela Mar is such a heart-throb I nearly forgive her for being twice her age. Cartagena was underplayed. The Shakira soundtrack was ideal.I&#39;ll reluctantly recommend the movie but won&#39;t shake peoples&#39; shoulders as I do when I tell them that they must read the book."
tt0319970,39. Carrie,5.4,2002,12000.0,2h 12m,Not Rated,"It seems to make as much sense to remake a great movie like Brian DePalma&#39;s 1976 horror/suspense masterpiece CARRIE for television as it did to make a sequel of it in the form of THE RAGE: CARRIE 2 three years before, but that&#39;s what has been done.  A lot of bells and whistles have been added to this television remake, but in the end this CARRIE is still in the shadow of the DePalma original.Angela Bettis (GIRL INTERRUPTED) has the unenviable task of stepping into the shoes (and the prom dress) of Sissy Spacek in the title role of a New England teen tortured at school by cruel classmates (because she doesn&#39;t belong) and at home by her religiously fanatical mother (Patricia Clarkson, in the Piper Laurie role).  Soon, she discovers she has telekinetic powers; and when the most gruesome of gags is played on her on prom night, all bets are off.Though looking much more glazed in the eyes than Spacek ever did, Bettis gives a fairly good performance as Carrie; and Clarkson&#39;s portrayal of her uprighteous mother is much more low-key, but no less threatening, than Laurie&#39;s portrayal.  The special effects, however obvious they might be, are also quite good.  But in the end, the reputation of the 1976 original, with its combination of psychological horror and teen-angst drama, still hovers over this remake.  Nowhere is this more apparent than in the pig&#39;s blood scene.  It doesn&#39;t have the same jarring emotional impact this time around--not so much because we&#39;ve seen it before, but because here it looks slightly laughable when the blood gets poured onto Bettis.  Because of DePalma&#39;s use of slow-motion in the original, the blood hits Spacek like a tidal wave.I give the CARRIE remake a &#39;6&#39; just for trying.  I only regret that its shortcomings as a film have less to do with its execution as a film than the fact that the original movie still resonates much more fully."
tt0031381,40. Gone with the Wind,8.2,1939,346000.0,3h 58m,G,"I&#39;ve seen the film many times, have always enjoyed it. But I&#39;ve been reading the book for the first time. It&#39;s a very long novel, and you have to stay with it if you want to see the ending. It&#39;s a good read, but Margaret Mitchell, former newspaper reporter, is very thorough in her description of both Southern culture and the changes that the Civil War brought to it. It&#39;s the size of the book that was the biggest challenge for David O Selznick. Not what parts to film, but which parts to leave out. So many characters that appeared in the book couldn&#39;t be introduced in the movie without extending the film&#39;s length to well over four hours. So he had Sidney Howard write the screenplay, then cut that down to a filmable length by hiring several more writers to further pare the script, and was still rewriting it himself while it was being filmed. Selznick was close to running out of money, so he asked his angel, millionaire Jock Whitney, to loan him enough to finish the film. The film was finally completed and edited, then was test-marketed at a theatre not far from LA. The viewers were excited about having seen it and said so on their preview cards, which allowed Selznick to rest easy, knowing he had a hit on his hands."
tt0380599,41. Oliver Twist,6.8,2005,35000.0,2h 10m,PG-13,"Polanski is the kid of guy who likes to dance on the edge. A mixture of clown, genius and artist who has suffered personal tragedy and humiliation but one who keeps cranking amazing films. This Oliver Twist is no exception. Polanski has reworked the story and taken out the 19th century coincidences, e.g., the highly improbable fact that Oliver is Brownlow&#39;s grandson and the business with the portrait of Oliver&#39;s mother, given the old tale a fresh coat of paint with new amazing character actors such as Leanne Rowe, a young and thoroughly charming Nancy, Henry Eden, a scamp of a Dodger, Jamie Forman, a repulsive Bill Sykes with no redeeming features whatsoever and the veteran Edward Hardwicke as Brownlow. But, it&#39;s young Barney Clark who steals the show. In past versions, Oliver is merely a device upon which the other array of characters are hung. We&#39;ll all remember Sir Alec Guinness, Richard Dreyfus and Ron Moody&#39;s Fagin, Oliver Reed and Robert Newton&#39;s Bill Syke, Elijah Wood, Anthony Newley and Jack Wild&#39;s Dodger but who were the Olivers? We will remember young Master Barney Clark in this marvelous, intriguing and eye-pleasing Oliver."
tt0120815,42. Saving Private Ryan,8.6,1998,1600000.0,2h 49m,R,"My grandfather fought in WW2 somehow surviving D-Day. He was apart of Operation Neptune and stormed the beaches of Normandy. He told us a lot of war stories but rarely ever spoke about that day. Before he passed away he did an interview with a local newspaper and detailed what he saw despite it being very difficult for him to speak about. He loved watching war movies... not sure exactly why. Some about that soldier life never really leaves them I guess. He absolutely hated Pearl Harbor cause of the horrible way they portray the military to be a bunch of toothbrush wielding babies who don&#39;t know what to do in the event of being attacked. He had a friend stationed there who lost his life and thinks that movie is a disgusting display of ignorance. Soldiers don&#39;t take girlfriends on private plane rides. And they most definitely know how to swim. Maybe I&#39;ll give that movie a good ripping one day.But Saving Private Ryan was a respectable &quot;I can&#39;t watch this&quot; reaction. He said no movie has come that close to capturing what that day was like. He said it was too realistic. Whether or not the story is based on real or fiction, that intro was 100% realistic. I&#39;m not sure if he ever did finish watching it but he appreciated it for capturing that chaos like no other movie has before. I watched the movie a dozen times now and keep it in my collection as a reminder of my grandfather. A scene he was technically in. Which makes me appreciate how strong of a person he really is.War is hell and this movie not only shows that while being an entertaining experience but also captured what soldiers are left behind with. My grandfather was not afraid of anything. I&#39;ve seen this man walk into a cellar full of black widows to get firewood and not even shake them off. The only time he ever experienced fear was when he went to bed. His nightmares of his time during the war would haunt him in his sleep. This movie helped me understand why."
tt0137523,43. Fight Club,8.8,1999,2500000.0,2h 19m,R,"Fight Club does exactly what movies should do, blow our minds, make us ask questions of ourselves and our society, and all the while thoroughly entertain us. Edward Norton and Brad Pitt are at their very best."
tt0268978,44. A Beautiful Mind,8.2,2001,1000000.0,2h 15m,PG-13,"A Beautiful Mind
Director Ron Howard has experience in playing with his audience&#39;s heartstrings. Remember in Apollo 13, when the fate of the astronauts was uncertain? (Ok, so if you remember your recent history, you knew.... but still!) Or remember in Parenthood, when Steve Martin&#39;s kid was about to make the crucial catch? Ol Opie can still pluck those strings with the best of them. (And you know, he&#39;ll never stop being called Opie, even by those of us who never saw The Andy Griffith Show during its initial run.) And plucking heartstrings is not a bad thing at all, not when you can do it in such a sincere, noncloying way as the masterful Beautiful Mind presents to its viewers.John Nash is a mathematics prodigy who has a decided knack at solving previously unsolvable problems. He&#39;s socially dysfunctional, rarely looking anyone in the eye, but pours all of his energy - and soul - into producing one original idea, an idea that will distinguish him from all of the other mathemathical minds at Princeton University.But John, like most who have had movies made about them, had his ups and downs. He meets and falls for a beautiful student of his named Alicia (Jennifer Connelly), and they produce a baby. But John also suffers from tremendous delusions and is diagnosed with a form of schizophrenia. Schizophrenia&#39;s a tough disease, folks - it&#39;s still not fully understood, and Nash was diagnosed with it in the middle of last century. He spends time in a sanitarium, as doctors struggle to find a cure.Russell Crowe is absolutely powerful as the confused and confusing Nash. Although the marquee says &quot;Russell Crowe&quot;, you&#39;ll immediately forget this is the hunky guy from Gladiator. I mean after all, he&#39;s playing some nerdy scientist dude! But Crowe completely disappears in the role, and he&#39;s unforgettable. Actors kill for roles like this one, because it gives them a chance to show off their acting chops. For many actors, this is the kiss of death, because then they&#39;re exposed as poor thespians. But not for Crowe; if anything, this proves once and for all that he&#39;s a grand master of acting. I realize that sounds like overkill for him, but I think that when actors are labeled as a &quot;hunk&quot; - their skills as actors aren&#39;t seen as very substantial. Hey, looking darn good worked against Tom Selleck, and to a degree it has worked against Crowe as well.And he ages well, too. The movie takes place over a fairly extended period of time, ending with Nash&#39;s acceptance of the Nobel Prize in 1994. The makeup on Nash is neither garish nor schmaltzy; he looks completely genuine. And that&#39;s the essence of Crowe&#39;s performance. It&#39;s sincere, never trying to win over the audience with a sly wink here or a toss of the hair there. Crowe shows remarkable poise, elegance, and is utterly astounding in the role.His supporting cast is more than able. Jennifer Connelly is better than I thought she would be; in most roles, she&#39;s the eye candy. But this role had meat to it, and she held her own. It wasn&#39;t an easy role to play, and she pulled it off. And her scenes with Crowe do have that movie magic that each of us looks for when we go to movies, that one moment, that compatible chemistry that leaves audiences mesmerized.And yes, this does have some very, very touching moments. The final scene, while predictable (even if you don&#39;t know the outcome in real life), will bring more than one tear to the eye. Yes, I&#39;ll admit it, it got me right here. But it&#39;s okay; I did that old &#39;guy-crying-in-movie-theater&#39; trick. If you feel the brime falling from the lid, you make a motion toward your cheek and then you scratch vigorously; people might think you have a skin infection and move away slowly, but at least they won&#39;t think you&#39;re a girly man.At any rate, it&#39;s certainly one of the best movies of the year. Everything&#39;s in place: the direction, the photography, and especially the acting."
tt0091605,45. The Name of the Rose,7.7,1986,123000.0,2h 10m,R,"A murder mystery set in a monastery in the late middle ages, at a time when the Franciscan order and the Holy Inquisition were at odds, mostly over the extravagances of the Papacy, is a dark and moody film, which matches the period of the story well. Once again Sean Connery takes a difficult role and makes it uniquely his. Fifteen year old Christian Slater is seen in his breakout role. But the real star of the film is the library of the monastery, a labyrinthine building that is many floors high and created with stairways that seem to always lead away from where you want to go. I found the book, frankly tedious. Umberto Eco writes in a style that is very pedantic at times, and just plain confusing at others. But the story translated well to the screen, but you must be willing to exhaust a little brain sweat to get anything out of the story. Be well rested before you watch this one."
tt0106246,46. Alive,7.1,1993,67000.0,2h 8m,R,"&quot;Alive&quot; is the kind of movie that you wouldn&#39;t believe if you didn&#39;t know in advance that it was based on true events. If you didn&#39;t know better, you would say it was all made up by some scenarist with too much of inspiration, looking for a spectacular and sometimes shocking script. But unfortunately enough it all really happened, which makes the movie interesting to watch.For those who don&#39;t know the story yet, it is based on what happened to the Uruguayan rugby team during and after their plane crash in the middle of the Andes mountains in 1972. Some of them survive the initial crash, some wounded, others only with some minor scratches. They pray that they will soon be found, but no search team is coming to rescue them. At first they keep themselves alive by eating what they find in the luggage of the passengers, but soon that food is also gone. If they don&#39;t eat, they will all die. And they need to gain strength, because they need to try to get help themselves. There is only one horrible solution: they will have to eat the dead people...Despite the fact that this may sound horrible to many, I must say that it isn&#39;t as bad as you may think. Of course you&#39;ll see them cut a piece out of the bodies and eat it, but it is done in a watchable way. I&#39;m sure that only the very faint of heart will not be able to watch it. It&#39;s a part of the story, but it is never shown in a too spectacular or sensational way.All in all this is a very interesting movie. I asked myself several times: &#39;What would you do if you were in that situation? Would you eat it or not?&#39; I&#39;m not sure, but I guess I would, but that&#39;s not why I tell you this. Just the fact that I was able to think about it in this way shows that it wasn&#39;t too bloody or with too much gore (I really don&#39;t like that). That&#39;s why I reward this movie with a 7.5/10."
tt0884328,47. The Mist,7.1,2007,358000.0,2h 6m,R,"If, two years ago, you told me that within a couple of years two excellent Stephen King film adaptations would be released, I would probably have laughed it off. Films like The Shining, Shawshank Redemption, Stand by Me, The Stand and 1408 are usually pretty far between (Note that I consider The Green Mile and Carrie to be the most over-rated King adaptations, so they do not appear here). I like most of the films that have been made from Stephen King novels, novellas, and short stories mainly because I like Stephen King, but I do not recommend many of them as truly good films.Frank Darabont&#39;s (writing and directing) The Mist adapts a horror novella of the same name. King&#39;s horror work has been the most difficult material to adapt, but this film is comparable to other genre stand-outs such as The Shining and 1408.A brief, dramatic thunderstorm is followed by a freak mist that descends on a small New England town. As the mist permeates the town, people congregate in the local supermarket and hardware store to stock up and gather supplies. David Drayton (Thomas Jane), his son (Nathan Gamble), and his neighbor (Andre Braugher) are among them. Tension builds as a steady stream of military vehicles pass through the mist headed south from a nearby base. But serious concern doesn&#39;t start until one of the locals runs to the supermarket with blood spatters on his clothing and talking of monsters in the mist.Indeed, there are horrors outside in the fog, but there are also horrors inside the market - as paranoia, irrationality and religion come into conflict with practical issues of survival.Unlike many horror films, The Mist examines fear and its effects realistically, looks at the horror created by forces beyond human control and the even more terrifying horror that fear creates through forces that are completely within our grasp - our own fears, our beliefs and our treatment of each other. It does so using a classic formula which is comparable to films like Night of the Living Dead and, more recently, Feast.The cinematography, editing and directing are all excellent. The acting is quite good - Marcia Gay Harden and William Sadler stood out for me - and the script is exactly where it needed to be for this adaptation.Highly recommended for King fans and horror fans. Recommended for Sci-Fi fans. Weakly recommended for average cinema-goers who are not generally interested in horror."
tt0112579,48. The Bridges of Madison County,7.6,1995,93000.0,2h 15m,PG-13,"Meryl Streep is absolutely astonishing. I forgot it was her ten seconds into the film. That opening breakfast scene where all of her story is written in her magnificent face. As an Italian I know there is no acting involved here. She IS Italian. She reminded me of Anna Magnani in &quot;Bellissima&quot; there is not a single false note. Clint Eastwood, clearly, dedicates the film to her and the results are pure magic. The film is based on an unreadable book- at least I couldn&#39;t get through it, in spite of the brevity of the volume - the film however, is bound to become a classic thanks to the powerful chemistry of the stars. If you love film,like I do, I recommend you to see it once and let yourself be taken away by the truths in Meryl&#39;s eyes then go again and take note. Look at every one of her moments, from how she closes the refrigerator door to her laughter. Look at her reaction when she discovers that Clint stopped at Bari, her home town, just because he thought the place was pretty. Look at her hands, her walk and then go back to her eyes. It&#39;s a treat of the first order. Clint, in front as well as behind the camera,does a miraculous job. I passionately recommend it, no matter how young you are."
tt1057500,49. Invictus,7.3,2009,171000.0,2h 14m,PG-13,"As a South African who saw this film on Friday morning, I can tell you you the entertaining, inspiring and enjoyable &quot;Invictus&quot; exceeded all my expectations. It really is a true story of epic proportions yet it&#39;s told with an intimate feel, and it is at least 98% accurate to the events of the time. Clint gets all the big details and so many of the little details right, but he never goes over the top. He directs with minimum fuss and achieves maximum effect, just letting the powerful story unfold without getting in its way.I watched the 1995 Rugby World Cup and saw Madiba come out in the Springbok jersey. It was a wondrous sight. And when Joel Stransky slotted that drop kick over in the dying minutes and the Boks won, I wept and cheered along with everyone else. After the match millions of South African - of all races - celebrated. It was an amazing time. It was the birth of the &quot;Rainbow Nation&quot;. Nelson Mandela is the greatest and most beloved of all South Africans. The man is a living legend, but so human and real. When he was President he brought hope to all South Africans, white and black. We, in my country, will never stop loving this incredible man. Clint Eastwood and Morgan Freeman did South Africa and our beloved Madiba proud. Francois Pienaar is also an amazing South African, an intelligent, big-hearted rugby played who always led by example, and Matt Damon&#39;s performance as him was superb. I was glued to the screen for every second of the film&#39;s running time (I didn&#39;t even move from my seat until the final credit rolled and the house lights came on), and I was moved to tears on several occasions. The final scene was especially touching.Freeman&#39;s performance was magical and I can see him getting as Oscar nomination. If you think his Mandela is too cool to be true, think again. Mandela really is this cool. A brave and intelligent man whose courage and strength of character should serve as an example to people all over the world. After being unjustly imprisoned for nearly 30 years by a cruel and repressive regime, he emerged to run a country and teach its people the meaning of forgiveness and reconciliation.I thoroughly recommend the authentically detailed, historically accurate &quot;Invictus&quot; to film lovers, Eastwood fans, Nelson Mandela fans and sports fans everywhere in the world. South Africans would be crazy to miss this excellent film, but it deserves to be a hit all over the globe. Let&#39;s hope it is.Viva Clint Eastwood, viva Morgan Freeman, viva Madiba.PS. I&#39;m a huge fan of Clint Eastwood as both an actor and a director.Of the films Eastwood has directed, my favorites, in no particular order, are &quot;Unforgiven&quot;, &quot;Million Dollar Baby&quot;, &quot;Gran Torino&quot;, &quot;The Outlaw Josey Wales&quot;, &quot;Letters From Iwo Jima&quot;, &quot;The Bridges of Madison County&quot;,&quot;Bird&quot; and &quot;Invictus&quot;. Yes, it&#39;s really that good. &quot;Invictus&quot; is another winner from Clint. He just seems to get better with age. What a creative roll he is currently on.PPS. &quot;Invictus&quot; is one of the best sporting movies I have ever seen. But it&#39;s also about more than sport."
tt0387131,50. The Constant Gardener,7.3,2005,152000.0,2h 9m,R,"&quot;Put $50,000 in the right hands and you can test battery acid as skin lotion&quot; what a profound and telling statement.... especially with what&#39;s happening in the world today."
tt1242422,51. Cell 211,7.6,2009,72000.0,1h 53m,,"This movie likens that of a gemstone- raw, real, unique, crafty and incomparable. I watched this movie, my first Spanish movie in cinema, with English subtitles and frankly, i was impressed. Though now the only regret i have is not mastering the language before the show. If only i could pay more attention to the movie instead of the translated words running at the bottom.This is a story of a prison guard, Juan Oliver (played by Alberto A) who decided to go to work one day before he actually begins to &#39;make an impression&#39;. What awaits him later is a riot, which forced him to be locked in Cell 211 after suffering an injury to his head. He knows the only way to live is to be one of them, and so he acted as an inmate. But until when can he keep it to himself? He has to make peace with the rest of the inmates and gain the trust of their &#39;leader&#39; Malamadre (played by Luis Tosar) as they take hostage of high profile, terrorist-prisoners. He later learns an ugly news of his pregnant wife outside prison and his life is never the same again.This movie plays around the humanity of man and how corruption and distrust can affect a man&#39;s freedom and ultimately, his life. There were moments in the show. Obviously, the prison riot. The police riot scene later was well delivered straight to its core, which led to the falling domino pieces in the movie. The turning point of Juan&#39;s character was when he received the news about his wife. Fine acting by all the cast with amazing characterization, awesome cinematography and directing at every scene!The development of the plot is great, at points where it creates suspense left me on the edge of my seat. The blossoming relationship between Juan and Malamadre is well crafted, and believable- that i don&#39;t see in many other movies these days. It felt like Caesar in Rise of the Planet of the Apes.Walking out the cinema, i was left to ponder at many questions with respect to the show. Why was Juan left in Cell 211 at the first place? As if a curse is cast to the cell. It will be interesting to watch the Hollywood remake of the movie in two years time and i hope it does remain to its authenticity. Definitely award-worthy, it accentuates prison drama at its best- pulling heartstrings despite its violence and vulgar language.My cinematic experience has truly broadened. And i am sure yours will too after watching this movie."
tt1305806,52. The Secret in Their Eyes,8.2,2009,232000.0,2h 9m,R,"&quot;El Secreto de sus Ojos&quot; hit me with unspeakable strength. I didn&#39;t expect to like it so much, so I owe a review to those in analysis measures before seeing it or those interested in some opinion.First off, Campanella works with flawless effort all of the technical aspects of the film. It even starts with a double exposure effect, mixed with some sad shots of a beautiful Buenos Aires that hints the spectacle ahead of us. One shot especially, from a chopper in a soccer field edited with a crane shot is breathtaking. Nothing to envy from Hollywood upper class.But the main strength of the movie comes from the powerful narrative dominion Director Campanella has over characters, spaces and silences. Many moments are coldly tense, scary and very, very intense. This crossover from genres by Campanella couldn&#39;t have been better. Crime stories often fall in common places, this one relies on the fragile psychological state of the audience to draw all of it&#39;s intense dialog, acting and scenes.I cannot stop recommending it, Argentina can open it&#39;s market with movies such as this. It has many, many memorable moments, it interwines comedy perfectly and it is doubtful you will instantly forget it, as it is so well constructed. See it if you can!"
tt0117951,53. Trainspotting,8.1,1996,749000.0,1h 33m,R,"I&#39;m an old guy. I&#39;m also a movie fan with an open mind. This is one of those films that is often referred to by critics as being very important. When I read the description of it, my first reactions was to totally avoid it. But it has in it some really great actors and I&#39;ve been taken with the guy from Elementary. Well, was I surprised. While it was hard to watch as these young men dropped into the depths of addiction, I began to be fascinated by them. They were individuals who had aspirations and lives; they were good and bad. But were continually brought down by their mistakes. Those who say this glorifies drugs have totally missed the point."
tt0142688,54. The Ninth Gate,6.7,1999,204000.0,2h 13m,R,"Unscrupulous book dealer Dean Corso (Johnny Depp) is drawn into a dangerous world of witchcraft, magic, and mystery after he is hired by collector Boris Balkan (Frank Langella) to seek out the only remaining copies of Satanic textbook &#39;The Nine Gates of the Kingdom of Shadows&#39;, a work reputed to have the power to summon the Devil.After several viewings, I still don&#39;t fully comprehend everything about The Ninth Gate: it&#39;s one of those film that is deliberately ambiguous. Despite my frustration at my lack of understanding, I still have a fun time trying to further unravel the riddle, spot as-yet undiscovered clues and diabolical references, and work out the answers to questions posed by the plot.While the film&#39;s inconclusive narrative does little to diminish my enjoyment of this wonderfully complex supernatural thriller, which benefits from excellent direction from Polanski, a great leading performance from Depp, and a suitably ominous score, I do struggle with the way in which the bibliophiles portrayed treat their treasured tomes, smoking fags and slurping alcohol as they study the text, handling the books sans protective gloves, and leaving vital pages to gather dust on top of old bookshelves—I treat second-hand paperbacks better than that!7.5 out of 10, rounded up to 8 for IMDb."
tt0159365,55. Cold Mountain,7.2,2003,160000.0,2h 34m,R,"&#39;War movie&#39; is a Hollywood genre that has been done and redone so many times that clichéd dialogue, rehashed plot and over-the-top action sequences seem unavoidable for any conflict dealing with large-scale combat. Once in a while, however, a war movie comes along that goes against the grain and brings a truly original and compelling story to life on the silver screen. The Civil War-era &quot;Cold Mountain,&quot; starring Jude Law, Nicole Kidman and Renée Zellweger is such a film.Then again, calling Cold Mountain&quot; a war movie is not entirely accurate. True enough, the film opens with a (quite literally) quick-and-dirty battle sequence that puts &quot;Glory&quot; director Edward Zwick shame. However, &quot;Cold Mountain&quot; is not so much about the Civil War itself as it is about the period and the people of the times. The story centers around disgruntled Confederate soldier Inman, played by Jude Law, who becomes disgusted with the gruesome war and homesick for the beautiful hamlet of Cold Mountain, North Carolina and the equally beautiful southern belle he left behind, Ada Monroe, played by Nicole Kidman. At first glance, this setup appears formulaic as the romantic interest back home gives the audience enough sympathy to root for the reluctant soldier&#39;s tribulations on the battlefield. Indeed, the earlier segments of the film are relatively unimpressive and even somewhat contrived.&quot;Cold Mountain&quot; soon takes a drastic turn, though, as the intrepid hero Inman turns out to be a deserter (incidentally saving the audience from the potentially confusing scenario of wanting to root for the Confederates) and begins a long odyssey homeward. Meanwhile, back at the farm, Ada&#39;s cultured ways prove of little use in the fields; soon she is transformed into something of a wilderbeast. Coming to Ada&#39;s rescue is the course, tough-as-nails Ruby Thewes, played by Renée Zellweger, who helps Ada put the farm back together and, perhaps more importantly, cope with the loneliness and isolation the war seems to have brought upon Ada.Within these two settings, a vivid, compelling and, at times, very disturbing portrait of the war-torn South unfolds. The characters with whom Inman and Ada interact are surprisingly complex, enhanced by wonderful performances of Brendan Gleeson as Ruby&#39;s deadbeat father, Ray Winstone as an unrepentant southern &quot;lawman,&quot; and Natalie Portman as a deeply troubled and isolated young mother. All have been greatly affected and changed by &quot;the war of Northern aggression,&quot; mostly for the worse. The dark, pervading anti-war message, accented by an effective, haunting score and chillingly beautiful shots of Virginia and North Carolina, is communicated to the audience not so much by gruesome battle scenes as by the scarred land and traumatized people for which the war was fought. Though the weapons and tactics of war itself have changed much in the past century, it&#39;s hellish effect on the land is timelessly relevant.Director Anthony Minghella manages to maintain this gloomy mood for most of the film, but the atmosphere is unfortunately denigrated by a rather tepid climax that does little justice to the wonderfully formed characters. The love story between Inman and Ada is awkwardly tacked onto the beginning and end of the film, though the inherently distant, abstracted and even absurd nature of their relationship in a way fits the dismal nature of the rest of the plot.Make no mistake, &quot;Cold Mountain&quot; has neither the traits of a feel-good romance nor an inspiring war drama. It is a unique vision of an era that is sure not only to entertain but also to truly absorb the audience into the lives of a people torn apart by a war and entirely desperate to be rid of its terrible repercussions altogether."
tt0092965,56. Empire of the Sun,7.7,1987,138000.0,2h 33m,PG,"I had put off watching this until recently, I do not know why, I had not read reviews and for some reason imagined it to be a movie about a young Japanese prince(!!).I was captivated by the performance of Christian Bale as a privileged young boy named Jim Graham, growing up in Shanghai, very far removed from the poverty and despair all around him. When war breaks out, this changes him forever and hence the story.After some harrowing experiences he winds up in a prisoner of war camp where he befriends some interesting characters and quickly adapts to a life of conniving and subterfuge to survive.The transformation of Jim is beautifully captured, Steven Spielberg is a gifted director of child actors and gets a maximum performance always.I was enthralled from beginning to end, young Jim was forever changed by his experiences and this change is portrayed starkly here when he is finally reunited with his parents.8 out of 10 for equally impressive performances from John Malkovich and Miranda Richardson, but Christian Bale&#39;s performance deserved an Oscar."
tt0100054,57. Lord of the Flies,6.4,1990,35000.0,1h 30m,R,"I&#39;ve read the book so many times and after seeing the first 1963 adaptation of the movie I admit I was a little let down. I was surprised they didn&#39;t put in the Simon scene (which is probably one of the most important scenes in the book) and a lot of other important things they missed out on. But then, once I found out there was another version of the movie I quickly rented it. But let me tell you something; This is movie is much worse than the first one, and does an awful job of telling the storyline. Although the boys were very adorable (I&#39;ll admit that)that still didn&#39;t make up for the bad acting job they did. Plus, I was really confused on why the director chose to make a nonexistent captain the most important symbol in the book. Why he did that is beyond me. So anyways, my point is, if your looking for a good movie based on the book, you should probably just stick to the first one, and don&#39;t waste your money on renting/buying this movie."
tt0488604,58. The Oxford Murders,6.1,2008,31000.0,1h 48m,R,"I had high hopes for &quot;The Oxford Murders&quot;, a new Straight-to-DVD film starring Elijah Wood and John Hurt, and most of those hopes were slowly let down as I watched the movie.The film follows Martin (Wood), an American who travels to Oxford to write his thesis under the legendary mathematician Arthur Seldom (Hurt), and finds an angry, pompous old man instead of the wise and caring fellow he had imagined. Disillusioned, Martin is about to return home when he and Seldom find a dead body. The rest of the film covers Martin and Seldom&#39;s race against time to find the killer, using the mathematical theories that both are knowledgeable about.The film is pretty bland. It&#39;s characters, save the amazing John Hurt, are one-dimensional. Martin is boring and unengaging and Elijah Wood does nothing to improve his script. The same can be said of Julie Cox and especially Leonar Watling. John Hurt is the only reason I finished, really. His acting skill is not at home in the world of blandness.You could do better than &quot;The Oxford Murders&quot;, but if you&#39;re not looking for too much it will suffice."
tt0073540,59. Picnic at Hanging Rock,7.4,1975,43000.0,1h 55m,PG,"Even though this has been described as a film about sexual repression (and Peter Weir may have thought he was making such a film), I don&#39;t think it is--rather, it is a celebration of the dreamy, self contained sexuality (or rather pre-sexuality) of young adolescent girls just before they seriously turn their attention to men. Sure, they may be living in a society straitjacketed by Victorian mores, but the girls really don&#39;t seem to be the unhappier for this, non withstanding the earthy maid&#39;s comments that she feels sorry for them. Miranda and her friends seem completely content and at ease in their languid, hothousey world of poetry, pink and white bedrooms, and mutual crushes (I was reminded of the similarly dreamy, self contained little universe of the sisters in &quot;The Virgin Suicides--another film that is supposedly about repression). During the noon day nap at Hanging Rock, the girls, heads resting in one another&#39;s laps, are in a state very much resembling post coital bliss--far from seeming repressed, they are among the most content women I&#39;ve ever seen on screen. It is quite arguable that Victorian morality had something to do with their sexuality turning inward like this, but all this does is lend credence to the truism that repression intensifies sexuality--which may explain the lingering fascination the Victorian era has for the modern age, and why one of its most striking symbols of its oppressiveness--the corset--is also very erotically charged. The girls&#39; disappearance into the eerie black land form (that seems to have faces at times, bringing to mind fairy tales about trolls who steal golden haired children) suggests that at in their present state they are so contented that anything else life might hold for them could only be a letdown, that only whatever dark force (death? nothingness?) is haunting Hanging Rock could possibly be a worthy enough lover for these girls who are already so supremely self fulfilled. There are, unfortunately, aspects of this film that don&#39;t work, or rather jar with the elements discussed above, the most prominent of these being the Dickensian subplot of the persecuted orphaned pupil Sarah. The actress herself is affecting in her part and her boyish beauty contrasts well with Miranda&#39;s ethereal femininity (she looks like a young Renaissance prince at times), but her story really belongs in another movie because at heart &quot;Picnic at Hanging Rock&quot; is more Gothic than socially conscious.Maybe Weir really was aiming to make a movie about the evils of sexual repression, class inequality or even colonization, but such possible themes are blown away by the languid, ethereal images of the young adolescent girls at the beginning of the film, floating contentedly through their hours like clusters of Monet lilies."
